user_id,week_start,event_count,distinct_features,days_since_last_activity
user_0,2025-11-17,3.0,2.0,1
user_0,2025-11-24,10.0,3.0,0
user_0,2025-12-01,10.0,4.0,1
user_0,2025-12-08,2.0,2.0,6
user_0,2025-12-15,0.0,0.0,13
user_0,2025-12-22,0.0,0.0,20
user_0,2025-12-29,0.0,0.0,27
user_0,2026-01-05,0.0,0.0,34
user_0,2026-01-12,0.0,0.0,41
user_0,2026-01-19,0.0,0.0,48
user_0,2026-01-26,0.0,0.0,55
user_0,2026-02-02,0.0,0.0,62
user_1,2026-05-04,1.0,1.0,1
user_1,2026-05-11,0.0,0.0,8
user_1,2026-05-18,0.0,0.0,15
user_1,2026-05-25,0.0,0.0,22
user_1,2026-06-01,1.0,1.0,2
user_1,2026-06-08,0.0,0.0,9
user_1,2026-06-15,2.0,2.0,1
user_1,2026-06-22,3.0,2.0,0
user_1,2026-06-29,1.0,1.0,4
user_1,2026-07-06,0.0,0.0,11
user_1,2026-07-13,1.0,1.0,4
user_1,2026-07-20,2.0,2.0,3
user_1,2026-07-27,2.0,2.0,2
user_1,2026-08-03,1.0,1.0,6
user_1,2026-08-10,0.0,0.0,13
user_10,2025-09-22,4.0,2.0,0
user_10,2025-09-29,6.0,3.0,0
user_10,2025-10-06,6.0,3.0,0
user_10,2025-10-13,6.0,4.0,1
user_10,2025-10-20,7.0,3.0,0
user_10,2025-10-27,0.0,0.0,7
user_10,2025-11-03,0.0,0.0,14
user_10,2025-11-10,0.0,0.0,21
user_10,2025-11-17,0.0,0.0,28
user_10,2025-11-24,0.0,0.0,35
user_10,2025-12-01,0.0,0.0,42
user_10,2025-12-08,0.0,0.0,49
user_10,2025-12-15,0.0,0.0,56
user_10,2025-12-22,0.0,0.0,63
user_100,2025-11-24,1.0,1.0,0
user_100,2025-12-01,3.0,2.0,0
user_100,2025-12-08,1.0,1.0,6
user_100,2025-12-15,4.0,3.0,0
user_100,2025-12-22,4.0,3.0,0
user_100,2025-12-29,5.0,3.0,0
user_100,2026-01-05,0.0,0.0,7
user_100,2026-01-12,0.0,0.0,14
user_100,2026-01-19,0.0,0.0,21
user_100,2026-01-26,0.0,0.0,28
user_100,2026-02-02,0.0,0.0,35
user_100,2026-02-09,0.0,0.0,42
user_100,2026-02-16,0.0,0.0,49
user_100,2026-02-23,0.0,0.0,56
user_100,2026-03-02,0.0,0.0,63
user_1000,2026-01-05,3.0,2.0,3
user_1000,2026-01-12,1.0,1.0,2
user_1000,2026-01-19,6.0,4.0,2
user_1000,2026-01-26,2.0,1.0,6
user_1000,2026-02-02,2.0,2.0,6
user_1000,2026-02-09,2.0,2.0,2
user_1000,2026-02-16,2.0,2.0,0
user_1000,2026-02-23,1.0,1.0,0
user_1000,2026-03-02,1.0,1.0,6
user_1000,2026-03-09,0.0,0.0,13
user_1000,2026-03-16,0.0,0.0,20
user_1000,2026-03-23,0.0,0.0,27
user_1000,2026-03-30,0.0,0.0,34
user_1000,2026-04-06,0.0,0.0,41
user_1000,2026-04-13,0.0,0.0,48
user_1000,2026-04-20,0.0,0.0,55
user_1000,2026-04-27,0.0,0.0,62
user_1001,2026-03-30,0.0,0.0,1
user_1001,2026-04-06,0.0,0.0,8
user_1001,2026-04-13,2.0,2.0,2
user_1001,2026-04-20,0.0,0.0,9
user_1001,2026-04-27,2.0,2.0,1
user_1001,2026-05-04,3.0,2.0,0
user_1001,2026-05-11,0.0,0.0,7
user_1001,2026-05-18,1.0,1.0,2
user_1001,2026-05-25,1.0,1.0,2
user_1001,2026-06-01,0.0,0.0,9
user_1001,2026-06-08,1.0,1.0,1
user_1001,2026-06-15,1.0,1.0,1
user_1001,2026-06-22,0.0,0.0,8
user_1001,2026-06-29,1.0,1.0,4
user_1001,2026-07-06,0.0,0.0,11
user_1001,2026-07-13,2.0,2.0,4
user_1001,2026-07-20,4.0,3.0,0
user_1001,2026-07-27,0.0,0.0,7
user_1001,2026-08-03,0.0,0.0,14
user_1001,2026-08-10,0.0,0.0,21
user_1002,2026-03-30,1.0,1.0,3
user_1002,2026-04-06,2.0,2.0,5
user_1002,2026-04-13,3.0,2.0,2
user_1002,2026-04-20,1.0,1.0,4
user_1002,2026-04-27,1.0,1.0,2
user_1002,2026-05-04,6.0,4.0,0
user_1002,2026-05-11,2.0,2.0,1
user_1002,2026-05-18,6.0,4.0,0
user_1002,2026-05-25,2.0,2.0,4
user_1002,2026-06-01,0.0,0.0,11
user_1002,2026-06-08,0.0,0.0,18
user_1002,2026-06-15,0.0,0.0,25
user_1002,2026-06-22,0.0,0.0,32
user_1002,2026-06-29,0.0,0.0,39
user_1002,2026-07-06,0.0,0.0,46
user_1002,2026-07-13,0.0,0.0,53
user_1002,2026-07-20,0.0,0.0,60
user_1003,2026-04-20,5.0,3.0,1
user_1003,2026-04-27,4.0,3.0,1
user_1003,2026-05-04,10.0,4.0,1
user_1003,2026-05-11,8.0,4.0,0
user_1003,2026-05-18,4.0,4.0,0
user_1003,2026-05-25,6.0,3.0,2
user_1003,2026-06-01,0.0,0.0,9
user_1003,2026-06-08,0.0,0.0,16
user_1003,2026-06-15,0.0,0.0,23
user_1003,2026-06-22,0.0,0.0,30
user_1003,2026-06-29,0.0,0.0,37
user_1003,2026-07-06,0.0,0.0,44
user_1003,2026-07-13,0.0,0.0,51
user_1003,2026-07-20,0.0,0.0,58
user_1003,2026-07-27,0.0,0.0,65
user_1004,2026-03-30,2.0,2.0,1
user_1004,2026-04-06,4.0,2.0,2
user_1004,2026-04-13,1.0,1.0,0
user_1004,2026-04-20,1.0,1.0,4
user_1004,2026-04-27,0.0,0.0,11
user_1004,2026-05-04,3.0,2.0,0
user_1004,2026-05-11,2.0,1.0,0
user_1004,2026-05-18,3.0,2.0,1
user_1004,2026-05-25,3.0,2.0,0
user_1004,2026-06-01,2.0,1.0,1
user_1004,2026-06-08,0.0,0.0,8
user_1004,2026-06-15,4.0,3.0,1
user_1004,2026-06-22,0.0,0.0,8
user_1004,2026-06-29,0.0,0.0,15
user_1004,2026-07-06,0.0,0.0,22
user_1004,2026-07-13,0.0,0.0,29
user_1004,2026-07-20,0.0,0.0,36
user_1004,2026-07-27,0.0,0.0,43
user_1004,2026-08-03,0.0,0.0,50
user_1004,2026-08-10,0.0,0.0,57
user_1005,2026-05-18,6.0,4.0,0
user_1005,2026-05-25,8.0,3.0,0
user_1005,2026-06-01,5.0,3.0,0
user_1005,2026-06-08,2.0,2.0,4
user_1005,2026-06-15,0.0,0.0,11
user_1005,2026-06-22,0.0,0.0,18
user_1005,2026-06-29,0.0,0.0,25
user_1005,2026-07-06,0.0,0.0,32
user_1005,2026-07-13,0.0,0.0,39
user_1005,2026-07-20,0.0,0.0,46
user_1005,2026-07-27,0.0,0.0,53
user_1005,2026-08-03,0.0,0.0,60
user_1006,2026-04-20,3.0,1.0,0
user_1006,2026-04-27,5.0,4.0,2
user_1006,2026-05-04,1.0,1.0,5
user_1006,2026-05-11,2.0,1.0,3
user_1006,2026-05-18,6.0,3.0,0
user_1006,2026-05-25,7.0,3.0,0
user_1006,2026-06-01,2.0,2.0,3
user_1006,2026-06-08,0.0,0.0,10
user_1006,2026-06-15,0.0,0.0,17
user_1006,2026-06-22,0.0,0.0,24
user_1006,2026-06-29,0.0,0.0,31
user_1006,2026-07-06,0.0,0.0,38
user_1006,2026-07-13,0.0,0.0,45
user_1006,2026-07-20,0.0,0.0,52
user_1006,2026-07-27,0.0,0.0,59
user_1006,2026-08-03,0.0,0.0,66
user_1007,2026-05-18,4.0,2.0,0
user_1007,2026-05-25,1.0,1.0,2
user_1007,2026-06-01,4.0,4.0,1
user_1007,2026-06-08,3.0,3.0,1
user_1007,2026-06-15,9.0,3.0,0
user_1007,2026-06-22,0.0,0.0,7
user_1007,2026-06-29,0.0,0.0,14
user_1007,2026-07-06,0.0,0.0,21
user_1007,2026-07-13,0.0,0.0,28
user_1007,2026-07-20,0.0,0.0,35
user_1007,2026-07-27,0.0,0.0,42
user_1007,2026-08-03,0.0,0.0,49
user_1007,2026-08-10,0.0,0.0,56
user_1008,2025-11-03,5.0,3.0,0
user_1008,2025-11-10,7.0,4.0,0
user_1008,2025-11-17,9.0,4.0,0
user_1008,2025-11-24,9.0,4.0,4
user_1008,2025-12-01,0.0,0.0,11
user_1008,2025-12-08,0.0,0.0,18
user_1008,2025-12-15,0.0,0.0,25
user_1008,2025-12-22,0.0,0.0,32
user_1008,2025-12-29,0.0,0.0,39
user_1008,2026-01-05,0.0,0.0,46
user_1008,2026-01-12,0.0,0.0,53
user_1008,2026-01-19,0.0,0.0,60
user_1009,2026-05-11,1.0,1.0,1
user_1009,2026-05-18,5.0,4.0,0
user_1009,2026-05-25,4.0,3.0,0
user_1009,2026-06-01,3.0,2.0,0
user_1009,2026-06-08,3.0,2.0,4
user_1009,2026-06-15,0.0,0.0,11
user_1009,2026-06-22,0.0,0.0,18
user_1009,2026-06-29,0.0,0.0,25
user_1009,2026-07-06,0.0,0.0,32
user_1009,2026-07-13,0.0,0.0,39
user_1009,2026-07-20,0.0,0.0,46
user_1009,2026-07-27,0.0,0.0,53
user_1009,2026-08-03,0.0,0.0,60
user_101,2025-10-06,9.0,3.0,0
user_101,2025-10-13,11.0,4.0,0
user_101,2025-10-20,1.0,1.0,5
user_101,2025-10-27,0.0,0.0,12
user_101,2025-11-03,0.0,0.0,19
user_101,2025-11-10,0.0,0.0,26
user_101,2025-11-17,0.0,0.0,33
user_101,2025-11-24,0.0,0.0,40
user_101,2025-12-01,0.0,0.0,47
user_101,2025-12-08,0.0,0.0,54
user_101,2025-12-15,0.0,0.0,61
user_1010,2026-02-09,2.0,2.0,0
user_1010,2026-02-16,6.0,3.0,0
user_1010,2026-02-23,6.0,2.0,0
user_1010,2026-03-02,1.0,1.0,0
user_1010,2026-03-09,3.0,2.0,0
user_1010,2026-03-16,2.0,1.0,1
user_1010,2026-03-23,2.0,2.0,5
user_1010,2026-03-30,0.0,0.0,12
user_1010,2026-04-06,0.0,0.0,19
user_1010,2026-04-13,0.0,0.0,26
user_1010,2026-04-20,0.0,0.0,33
user_1010,2026-04-27,0.0,0.0,40
user_1010,2026-05-04,0.0,0.0,47
user_1010,2026-05-11,0.0,0.0,54
user_1010,2026-05-18,0.0,0.0,61
user_1011,2025-08-11,4.0,4.0,0
user_1011,2025-08-18,5.0,4.0,1
user_1011,2025-08-25,1.0,1.0,4
user_1011,2025-09-01,4.0,1.0,1
user_1011,2025-09-08,1.0,1.0,2
user_1011,2025-09-15,3.0,2.0,1
user_1011,2025-09-22,5.0,3.0,0
user_1011,2025-09-29,3.0,2.0,0
user_1011,2025-10-06,0.0,0.0,7
user_1011,2025-10-13,0.0,0.0,14
user_1011,2025-10-20,0.0,0.0,21
user_1011,2025-10-27,0.0,0.0,28
user_1011,2025-11-03,0.0,0.0,35
user_1011,2025-11-10,0.0,0.0,42
user_1011,2025-11-17,0.0,0.0,49
user_1011,2025-11-24,0.0,0.0,56
user_1011,2025-12-01,0.0,0.0,63
user_1012,2025-08-25,11.0,3.0,1
user_1012,2025-09-01,12.0,4.0,3
user_1012,2025-09-08,0.0,0.0,10
user_1012,2025-09-15,0.0,0.0,17
user_1012,2025-09-22,0.0,0.0,24
user_1012,2025-09-29,0.0,0.0,31
user_1012,2025-10-06,0.0,0.0,38
user_1012,2025-10-13,0.0,0.0,45
user_1012,2025-10-20,0.0,0.0,52
user_1012,2025-10-27,0.0,0.0,59
user_1012,2025-11-03,0.0,0.0,66
user_1013,2025-09-08,6.0,3.0,0
user_1013,2025-09-15,3.0,3.0,0
user_1013,2025-09-22,4.0,2.0,0
user_1013,2025-09-29,7.0,4.0,0
user_1013,2025-10-06,4.0,3.0,0
user_1013,2025-10-13,2.0,2.0,2
user_1013,2025-10-20,1.0,1.0,2
user_1013,2025-10-27,0.0,0.0,9
user_1013,2025-11-03,0.0,0.0,16
user_1013,2025-11-10,0.0,0.0,23
user_1013,2025-11-17,0.0,0.0,30
user_1013,2025-11-24,0.0,0.0,37
user_1013,2025-12-01,0.0,0.0,44
user_1013,2025-12-08,0.0,0.0,51
user_1013,2025-12-15,0.0,0.0,58
user_1013,2025-12-22,0.0,0.0,65
user_1014,2026-05-11,0.0,0.0,0
user_1014,2026-05-18,5.0,3.0,1
user_1014,2026-05-25,2.0,2.0,1
user_1014,2026-06-01,2.0,2.0,6
user_1014,2026-06-08,4.0,3.0,0
user_1014,2026-06-15,6.0,4.0,2
user_1014,2026-06-22,2.0,2.0,5
user_1014,2026-06-29,4.0,3.0,3
user_1014,2026-07-06,3.0,2.0,3
user_1014,2026-07-13,0.0,0.0,10
user_1014,2026-07-20,0.0,0.0,17
user_1014,2026-07-27,0.0,0.0,24
user_1014,2026-08-03,0.0,0.0,31
user_1014,2026-08-10,0.0,0.0,38
user_1015,2025-11-24,0.0,0.0,2
user_1015,2025-12-01,2.0,1.0,1
user_1015,2025-12-08,0.0,0.0,8
user_1015,2025-12-15,2.0,2.0,1
user_1015,2025-12-22,4.0,3.0,1
user_1015,2025-12-29,2.0,2.0,3
user_1015,2026-01-05,2.0,2.0,0
user_1015,2026-01-12,2.0,2.0,0
user_1015,2026-01-19,2.0,2.0,1
user_1015,2026-01-26,3.0,1.0,0
user_1015,2026-02-02,2.0,2.0,5
user_1015,2026-02-09,2.0,2.0,0
user_1015,2026-02-16,1.0,1.0,3
user_1015,2026-02-23,0.0,0.0,10
user_1015,2026-03-02,0.0,0.0,17
user_1015,2026-03-09,0.0,0.0,24
user_1015,2026-03-16,0.0,0.0,31
user_1015,2026-03-23,0.0,0.0,38
user_1015,2026-03-30,0.0,0.0,45
user_1015,2026-04-06,0.0,0.0,52
user_1015,2026-04-13,0.0,0.0,59
user_1015,2026-04-20,0.0,0.0,66
user_1016,2026-02-09,8.0,3.0,0
user_1016,2026-02-16,5.0,3.0,2
user_1016,2026-02-23,5.0,3.0,2
user_1016,2026-03-02,5.0,4.0,5
user_1016,2026-03-09,0.0,0.0,12
user_1016,2026-03-16,0.0,0.0,19
user_1016,2026-03-23,0.0,0.0,26
user_1016,2026-03-30,0.0,0.0,33
user_1016,2026-04-06,0.0,0.0,40
user_1016,2026-04-13,0.0,0.0,47
user_1016,2026-04-20,0.0,0.0,54
user_1016,2026-04-27,0.0,0.0,61
user_1017,2025-12-15,3.0,3.0,1
user_1017,2025-12-22,1.0,1.0,6
user_1017,2025-12-29,3.0,3.0,1
user_1017,2026-01-05,3.0,2.0,0
user_1017,2026-01-12,0.0,0.0,7
user_1017,2026-01-19,4.0,1.0,1
user_1017,2026-01-26,3.0,2.0,0
user_1017,2026-02-02,4.0,2.0,0
user_1017,2026-02-09,3.0,2.0,3
user_1017,2026-02-16,6.0,2.0,0
user_1017,2026-02-23,2.0,2.0,4
user_1017,2026-03-02,0.0,0.0,11
user_1017,2026-03-09,0.0,0.0,18
user_1017,2026-03-16,0.0,0.0,25
user_1017,2026-03-23,0.0,0.0,32
user_1017,2026-03-30,0.0,0.0,39
user_1017,2026-04-06,0.0,0.0,46
user_1017,2026-04-13,0.0,0.0,53
user_1017,2026-04-20,0.0,0.0,60
user_1018,2025-08-11,2.0,1.0,1
user_1018,2025-08-18,9.0,4.0,0
user_1018,2025-08-25,3.0,2.0,2
user_1018,2025-09-01,4.0,3.0,0
user_1018,2025-09-08,1.0,1.0,6
user_1018,2025-09-15,0.0,0.0,13
user_1018,2025-09-22,0.0,0.0,20
user_1018,2025-09-29,0.0,0.0,27
user_1018,2025-10-06,0.0,0.0,34
user_1018,2025-10-13,0.0,0.0,41
user_1018,2025-10-20,0.0,0.0,48
user_1018,2025-10-27,0.0,0.0,55
user_1018,2025-11-03,0.0,0.0,62
user_1019,2025-11-17,3.0,2.0,0
user_1019,2025-11-24,4.0,3.0,0
user_1019,2025-12-01,9.0,4.0,0
user_1019,2025-12-08,7.0,4.0,0
user_1019,2025-12-15,0.0,0.0,7
user_1019,2025-12-22,0.0,0.0,14
user_1019,2025-12-29,0.0,0.0,21
user_1019,2026-01-05,0.0,0.0,28
user_1019,2026-01-12,0.0,0.0,35
user_1019,2026-01-19,0.0,0.0,42
user_1019,2026-01-26,0.0,0.0,49
user_1019,2026-02-02,0.0,0.0,56
user_1019,2026-02-09,0.0,0.0,63
user_102,2026-04-20,8.0,4.0,0
user_102,2026-04-27,7.0,4.0,1
user_102,2026-05-04,9.0,4.0,0
user_102,2026-05-11,4.0,3.0,1
user_102,2026-05-18,0.0,0.0,8
user_102,2026-05-25,0.0,0.0,15
user_102,2026-06-01,0.0,0.0,22
user_102,2026-06-08,0.0,0.0,29
user_102,2026-06-15,0.0,0.0,36
user_102,2026-06-22,0.0,0.0,43
user_102,2026-06-29,0.0,0.0,50
user_102,2026-07-06,0.0,0.0,57
user_102,2026-07-13,0.0,0.0,64
user_1020,2025-08-18,6.0,4.0,1
user_1020,2025-08-25,3.0,2.0,4
user_1020,2025-09-01,6.0,3.0,0
user_1020,2025-09-08,5.0,3.0,1
user_1020,2025-09-15,3.0,2.0,1
user_1020,2025-09-22,0.0,0.0,8
user_1020,2025-09-29,0.0,0.0,15
user_1020,2025-10-06,0.0,0.0,22
user_1020,2025-10-13,0.0,0.0,29
user_1020,2025-10-20,0.0,0.0,36
user_1020,2025-10-27,0.0,0.0,43
user_1020,2025-11-03,0.0,0.0,50
user_1020,2025-11-10,0.0,0.0,57
user_1020,2025-11-17,0.0,0.0,64
user_1021,2026-03-23,0.0,0.0,1
user_1021,2026-03-30,2.0,2.0,1
user_1021,2026-04-06,6.0,4.0,0
user_1021,2026-04-13,4.0,2.0,0
user_1021,2026-04-20,4.0,3.0,0
user_1021,2026-04-27,5.0,3.0,0
user_1021,2026-05-04,0.0,0.0,7
user_1021,2026-05-11,0.0,0.0,14
user_1021,2026-05-18,0.0,0.0,21
user_1021,2026-05-25,0.0,0.0,28
user_1021,2026-06-01,0.0,0.0,35
user_1021,2026-06-08,0.0,0.0,42
user_1021,2026-06-15,0.0,0.0,49
user_1021,2026-06-22,0.0,0.0,56
user_1021,2026-06-29,0.0,0.0,63
user_1022,2025-10-13,4.0,3.0,2
user_1022,2025-10-20,8.0,4.0,1
user_1022,2025-10-27,8.0,4.0,0
user_1022,2025-11-03,3.0,3.0,4
user_1022,2025-11-10,0.0,0.0,11
user_1022,2025-11-17,0.0,0.0,18
user_1022,2025-11-24,0.0,0.0,25
user_1022,2025-12-01,0.0,0.0,32
user_1022,2025-12-08,0.0,0.0,39
user_1022,2025-12-15,0.0,0.0,46
user_1022,2025-12-22,0.0,0.0,53
user_1022,2025-12-29,0.0,0.0,60
user_1023,2025-08-18,0.0,0.0,2
user_1023,2025-08-25,4.0,2.0,1
user_1023,2025-09-01,1.0,1.0,6
user_1023,2025-09-08,1.0,1.0,5
user_1023,2025-09-15,1.0,1.0,5
user_1023,2025-09-22,1.0,1.0,6
user_1023,2025-09-29,2.0,2.0,4
user_1023,2025-10-06,1.0,1.0,2
user_1023,2025-10-13,2.0,2.0,2
user_1023,2025-10-20,1.0,1.0,1
user_1023,2025-10-27,0.0,0.0,8
user_1023,2025-11-03,2.0,1.0,2
user_1023,2025-11-10,4.0,2.0,0
user_1023,2025-11-17,1.0,1.0,5
user_1023,2025-11-24,0.0,0.0,12
user_1023,2025-12-01,2.0,1.0,3
user_1023,2025-12-08,0.0,0.0,10
user_1023,2025-12-15,0.0,0.0,17
user_1023,2025-12-22,0.0,0.0,24
user_1023,2025-12-29,0.0,0.0,31
user_1023,2026-01-05,0.0,0.0,38
user_1023,2026-01-12,0.0,0.0,45
user_1023,2026-01-19,0.0,0.0,52
user_1023,2026-01-26,0.0,0.0,59
user_1023,2026-02-02,0.0,0.0,66
user_1024,2025-11-03,2.0,2.0,1
user_1024,2025-11-10,1.0,1.0,5
user_1024,2025-11-17,6.0,3.0,0
user_1024,2025-11-24,6.0,3.0,1
user_1024,2025-12-01,0.0,0.0,8
user_1024,2025-12-08,2.0,1.0,2
user_1024,2025-12-15,2.0,2.0,2
user_1024,2025-12-22,0.0,0.0,9
user_1024,2025-12-29,0.0,0.0,16
user_1024,2026-01-05,0.0,0.0,23
user_1024,2026-01-12,0.0,0.0,30
user_1024,2026-01-19,0.0,0.0,37
user_1024,2026-01-26,0.0,0.0,44
user_1024,2026-02-02,0.0,0.0,51
user_1024,2026-02-09,0.0,0.0,58
user_1024,2026-02-16,0.0,0.0,65
user_1025,2025-09-29,4.0,2.0,0
user_1025,2025-10-06,2.0,2.0,3
user_1025,2025-10-13,0.0,0.0,10
user_1025,2025-10-20,3.0,2.0,3
user_1025,2025-10-27,3.0,3.0,4
user_1025,2025-11-03,2.0,2.0,2
user_1025,2025-11-10,2.0,2.0,1
user_1025,2025-11-17,4.0,3.0,0
user_1025,2025-11-24,0.0,0.0,7
user_1025,2025-12-01,0.0,0.0,14
user_1025,2025-12-08,2.0,2.0,2
user_1025,2025-12-15,2.0,1.0,0
user_1025,2025-12-22,1.0,1.0,6
user_1025,2025-12-29,0.0,0.0,13
user_1025,2026-01-05,0.0,0.0,20
user_1025,2026-01-12,0.0,0.0,27
user_1025,2026-01-19,0.0,0.0,34
user_1025,2026-01-26,0.0,0.0,41
user_1025,2026-02-02,0.0,0.0,48
user_1025,2026-02-09,0.0,0.0,55
user_1025,2026-02-16,0.0,0.0,62
user_1026,2025-08-18,0.0,0.0,1
user_1026,2025-08-25,0.0,0.0,8
user_1026,2025-09-01,5.0,4.0,0
user_1026,2025-09-08,5.0,2.0,0
user_1026,2025-09-15,3.0,2.0,0
user_1026,2025-09-22,2.0,2.0,1
user_1026,2025-09-29,3.0,2.0,1
user_1026,2025-10-06,5.0,4.0,0
user_1026,2025-10-13,1.0,1.0,5
user_1026,2025-10-20,1.0,1.0,6
user_1026,2025-10-27,0.0,0.0,13
user_1026,2025-11-03,0.0,0.0,20
user_1026,2025-11-10,0.0,0.0,27
user_1026,2025-11-17,0.0,0.0,34
user_1026,2025-11-24,0.0,0.0,41
user_1026,2025-12-01,0.0,0.0,48
user_1026,2025-12-08,0.0,0.0,55
user_1026,2025-12-15,0.0,0.0,62
user_1027,2025-08-25,1.0,1.0,0
user_1027,2025-09-01,0.0,0.0,7
user_1027,2025-09-08,1.0,1.0,1
user_1027,2025-09-15,2.0,1.0,0
user_1027,2025-09-22,1.0,1.0,3
user_1027,2025-09-29,0.0,0.0,10
user_1027,2025-10-06,2.0,2.0,2
user_1027,2025-10-13,1.0,1.0,5
user_1027,2025-10-20,1.0,1.0,0
user_1027,2025-10-27,4.0,2.0,4
user_1027,2025-11-03,0.0,0.0,11
user_1027,2025-11-10,1.0,1.0,6
user_1027,2025-11-17,0.0,0.0,13
user_1027,2025-11-24,0.0,0.0,20
user_1027,2025-12-01,2.0,1.0,0
user_1027,2025-12-08,0.0,0.0,7
user_1027,2025-12-15,1.0,1.0,2
user_1027,2025-12-22,1.0,1.0,0
user_1027,2025-12-29,0.0,0.0,7
user_1027,2026-01-05,2.0,2.0,1
user_1027,2026-01-12,0.0,0.0,8
user_1027,2026-01-19,0.0,0.0,15
user_1027,2026-01-26,0.0,0.0,22
user_1027,2026-02-02,0.0,0.0,29
user_1027,2026-02-09,0.0,0.0,36
user_1027,2026-02-16,0.0,0.0,43
user_1027,2026-02-23,0.0,0.0,50
user_1027,2026-03-02,0.0,0.0,57
user_1027,2026-03-09,0.0,0.0,64
user_1028,2026-04-06,1.0,1.0,3
user_1028,2026-04-13,2.0,2.0,1
user_1028,2026-04-20,1.0,1.0,2
user_1028,2026-04-27,2.0,2.0,1
user_1028,2026-05-04,2.0,2.0,2
user_1028,2026-05-11,1.0,1.0,0
user_1028,2026-05-18,1.0,1.0,0
user_1028,2026-05-25,5.0,3.0,0
user_1028,2026-06-01,3.0,1.0,3
user_1028,2026-06-08,1.0,1.0,1
user_1028,2026-06-15,3.0,2.0,1
user_1028,2026-06-22,2.0,2.0,4
user_1028,2026-06-29,4.0,2.0,0
user_1028,2026-07-06,1.0,1.0,6
user_1028,2026-07-13,1.0,1.0,0
user_1028,2026-07-20,0.0,0.0,7
user_1028,2026-07-27,0.0,0.0,14
user_1028,2026-08-03,0.0,0.0,21
user_1028,2026-08-10,0.0,0.0,28
user_1029,2025-10-13,2.0,2.0,0
user_1029,2025-10-20,7.0,2.0,1
user_1029,2025-10-27,5.0,2.0,1
user_1029,2025-11-03,2.0,1.0,1
user_1029,2025-11-10,8.0,4.0,2
user_1029,2025-11-17,5.0,3.0,0
user_1029,2025-11-24,0.0,0.0,7
user_1029,2025-12-01,0.0,0.0,14
user_1029,2025-12-08,0.0,0.0,21
user_1029,2025-12-15,0.0,0.0,28
user_1029,2025-12-22,0.0,0.0,35
user_1029,2025-12-29,0.0,0.0,42
user_1029,2026-01-05,0.0,0.0,49
user_1029,2026-01-12,0.0,0.0,56
user_1029,2026-01-19,0.0,0.0,63
user_103,2025-09-15,3.0,2.0,3
user_103,2025-09-22,2.0,2.0,1
user_103,2025-09-29,0.0,0.0,8
user_103,2025-10-06,4.0,2.0,0
user_103,2025-10-13,1.0,1.0,2
user_103,2025-10-20,1.0,1.0,0
user_103,2025-10-27,1.0,1.0,2
user_103,2025-11-03,0.0,0.0,9
user_103,2025-11-10,4.0,3.0,0
user_103,2025-11-17,1.0,1.0,0
user_103,2025-11-24,3.0,3.0,1
user_103,2025-12-01,1.0,1.0,0
user_103,2025-12-08,1.0,1.0,0
user_103,2025-12-15,2.0,2.0,1
user_103,2025-12-22,3.0,2.0,4
user_103,2025-12-29,0.0,0.0,11
user_103,2026-01-05,0.0,0.0,18
user_103,2026-01-12,0.0,0.0,25
user_103,2026-01-19,0.0,0.0,32
user_103,2026-01-26,0.0,0.0,39
user_103,2026-02-02,0.0,0.0,46
user_103,2026-02-09,0.0,0.0,53
user_103,2026-02-16,0.0,0.0,60
user_1030,2025-11-17,3.0,2.0,0
user_1030,2025-11-24,4.0,3.0,0
user_1030,2025-12-01,4.0,3.0,0
user_1030,2025-12-08,3.0,2.0,1
user_1030,2025-12-15,4.0,3.0,3
user_1030,2025-12-22,0.0,0.0,10
user_1030,2025-12-29,0.0,0.0,17
user_1030,2026-01-05,0.0,0.0,24
user_1030,2026-01-12,0.0,0.0,31
user_1030,2026-01-19,0.0,0.0,38
user_1030,2026-01-26,0.0,0.0,45
user_1030,2026-02-02,0.0,0.0,52
user_1030,2026-02-09,0.0,0.0,59
user_1030,2026-02-16,0.0,0.0,66
user_1031,2025-11-24,0.0,0.0,2
user_1031,2025-12-01,7.0,3.0,0
user_1031,2025-12-08,3.0,2.0,6
user_1031,2025-12-15,3.0,3.0,2
user_1031,2025-12-22,4.0,2.0,1
user_1031,2025-12-29,2.0,2.0,3
user_1031,2026-01-05,5.0,4.0,2
user_1031,2026-01-12,2.0,2.0,0
user_1031,2026-01-19,2.0,1.0,0
user_1031,2026-01-26,2.0,2.0,5
user_1031,2026-02-02,0.0,0.0,12
user_1031,2026-02-09,0.0,0.0,19
user_1031,2026-02-16,0.0,0.0,26
user_1031,2026-02-23,0.0,0.0,33
user_1031,2026-03-02,0.0,0.0,40
user_1031,2026-03-09,0.0,0.0,47
user_1031,2026-03-16,0.0,0.0,54
user_1031,2026-03-23,0.0,0.0,61
user_1032,2025-08-25,1.0,1.0,1
user_1032,2025-09-01,4.0,2.0,0
user_1032,2025-09-08,1.0,1.0,3
user_1032,2025-09-15,3.0,3.0,2
user_1032,2025-09-22,2.0,2.0,2
